,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,1,1,1,1,1,1,2,2,2,2,2,2,5,5,5,5,5,5,10,10,10,10,10,10,36,36,36,36,36,36,100,100,100,100,100,100,1,1,1,1,1,1,2,2,2,2,2,2,5,5,5,5,5,5,10,10,10,10,10,10,36,36,36,36,36,36,100,100,100,100,100,100
,,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.43982297150257105
0,0,(7.364017283683269+0.008084923516558096j),(6.7605242742494225+1.694882503394668e-05j),(6.2506246686910085-0.013683446117830234j),(5.964947202275881+0.0041270592528639405j),(5.7903866038803-0.012189752422386846j),(5.556968441687974-0.0052731893077049286j),(14.71829167951352-0.00840249994466069j),(13.50180078763827-0.01038062498792447j),(12.592200204344902-0.018378869267948517j),(11.904336837437448-0.05688047025373111j),(11.540707565707832+0.14359988876115182j),(11.122309020375226-0.02110940910182979j),(36.77894346854262+0.003915412002009289j),(33.733430631104014+0.11263848978638258j),(31.271529178217385+0.0925563646860752j),(29.72690341737289+0.06505322443286975j),(28.8762646600296-0.01240762172313481j),(27.81999028301709-0.040444435669975576j),(75.85382841366729-6.206626539025137j),(67.57501527898955+0.07893755001452618j),(62.363805353104+0.05284450345301295j),(59.94242240308025+0.06314992522889895j),(57.6190429241539+0.19791863524579156j),(55.899454786723766+0.03017910185414152j),(264.8081248531889-0.18374899404127065j),(243.84920362721337+0.003459229025719157j),(222.88293304381025-0.11294729889970512j),(215.16132672030642-0.5071251038906013j),(207.93518194722947-0.18460209893778057j),(200.32393901256626+0.04635196150245946j),(735.0864930604141-0.10760988253032622j),(675.5797575275905+0.802925224565322j),(620.848441165333+10.048450015081244j),(595.9028668178335-0.7880670002579606j),(575.8454189996809+3.503562762993596j),(557.0272603935992-1.207101403131304j),(7.458885078067325-0.0033150558719078622j),(6.942048806617538+0.01587432797946413j),(6.4883804897303055-0.011335525605736061j),(6.2670440597827595-0.011677432359899808j),(6.191420620557597+0.047424595438511866j),(6.057887008367712+0.015769554191968817j),(14.792826666222712+0.001809617411892638j),(13.705614821225472+0.004078808331542199j),(12.727157441693487-0.02798046098077002j),(12.278026732993455+0.0034306553927638973j),(12.064788143384689+0.002356243331439944j),(11.657821071380184-0.026712169293854754j),(36.895329082653014+0.02468096525108519j),(33.95205412163055-0.09158437736690539j),(31.574034751706947-0.03956326809348243j),(30.145237427234207-0.0015393317333751715j),(29.369932384181297-0.0233753399025833j),(28.454565332429876-0.04243555758358504j),(73.61926770085519-0.0259773726241902j),(67.86524405908133-0.06439844346587038j),(62.8333996883307-0.025901454357071956j),(60.105652993939536-0.13491483470882443j),(58.26252875342352-0.009420269043403243j),(56.15486518722498+0.09061071876332315j),(265.30960030564995+0.8285881637245595j),(243.52115127324987-0.3742364633897284j),(224.60873596395828-0.0017934675147815602j),(215.15285911815542-0.5360660557331114j),(209.27550421629593+0.954940627221759j),(201.20501834385095-0.19754856911863147j),(735.9015728870919-1.3526227742225714j),(703.1299800011466+30.574913197465417j),(624.726174516507-0.2175466994556114j),(596.3663005320558+0.4080021144150651j),(580.2010541217578+0.5111039141854734j),(558.5081656669036+3.6216884098114797j)
0,1,(0.4920593698056517-0.009604949428562881j),(0.4011604429138846-0.005584987089772064j),(0.33110373962287076+0.03634546387117765j),(0.2974769818616086+0.0070965309896857676j),(0.28800341400651996+0.019723090755984496j),(0.26477134785845935+0.00039400496564070964j),(0.9867737704393057-0.007413293458140818j),(0.7991405664718236-0.01950439719976879j),(0.7127802373821945+0.08072752390519752j),(0.5644425865714566-0.0034188475702232046j),(0.6239802550290422+0.04788726714900399j),(0.5452589405611123-0.01706330667443373j),(2.4659232162761597-0.015249645948293034j),(1.961986522547308+0.015450853176193324j),(1.6718716224720152-0.10312627463140045j),(1.638284514083172-0.1102667627341863j),(1.43482460642074+0.09764498783306208j),(1.2936264348183117+0.005323175842068428j),(6.976230291864596-3.3603627995470724j),(4.069550491979271+0.0018192632731235392j),(3.4980778728158803+0.14920478178285923j),(3.471443757604262-0.05257216272868925j),(3.015823452021018+0.09944714761038409j),(2.583351830414615+0.09617891695311309j),(17.589937944137603-0.07063446800943601j),(15.347255256654515-0.24989728641172232j),(11.02318046988327+1.688195468392485j),(11.475989781068213-0.037216489145308174j),(10.251917611642488-0.5656062701452478j),(9.702878392775439+0.13470092524504151j),(49.04455998009689-0.0020817534596968557j),(42.394772930550346-1.6673479695839668j),(40.05275577593959+0.6992094071132158j),(31.141147098827787-0.7922180408913526j),(28.921418311499515+3.790054963214974j),(27.406243692222592-0.47551049646502275j),(0.48451105137155737-0.0009622612332863123j),(0.3949571469418212+0.00998044881476429j),(0.3078763382526512-0.012515638940869019j),(0.2974042948552201+0.013990839080128652j),(0.33082734019974464+0.008884666137179661j),(0.24717283108102278+0.013200546509887386j),(0.9914033519630202+0.01880801884794358j),(0.7906985174532299+0.009921604925671979j),(0.6542800382387813-0.008100476664304176j),(0.6103476920374946+0.01409373734728928j),(0.5435921190419422-0.007742348119327706j),(0.5039030163411594-0.0401310423067826j),(2.4462262115005378+0.01361736253495213j),(2.0284216346078017+0.045289951594148975j),(1.6428843702361342-0.00024154580025513426j),(1.3157658579661153+0.08200477028983341j),(1.3542029704454053+0.00419632849178534j),(1.2826996694646484+0.020520274106709282j),(4.963514235339237+0.022823320327802633j),(4.151973564840956-0.08100608961997328j),(3.2153757629426964+0.17462625616415128j),(3.1566256926658123+0.005900402367399217j),(2.861794454385396-0.11647160658747778j),(2.6487836293685403+0.06791401899163614j),(18.060448540777394+0.7185003333425709j),(14.967436723557539+0.42793249145775386j),(11.743016325450618+0.4777992058663414j),(11.041977867311596+0.2662272231203263j),(10.535960518652397+0.07618136877114046j),(9.676767736535792-0.1722349590830188j),(48.84738282419678-0.058894799470002195j),(49.6630165445964+42.350834067016244j),(33.192387102527164-1.7049500339851427j),(29.867412823248088-0.9974090853375804j),(30.337790548562676+1.3718192372623341j),(22.61064735714351-1.05749141519107j)
0,2,(1.125304955818097+0.0020623339868113266j),(0.9532019725734515+0.009989686170102409j),(0.8256138675054705-0.04004751203368978j),(0.7440521999835235+0.0033186911588965196j),(0.6919643904504822-0.021788421703691052j),(0.6461920475930751-0.0012655786501232225j),(2.2764239825549737-0.007875458100313384j),(1.8869975984100495-0.02613075483534444j),(1.5998957391936248-0.03334341250855832j),(1.421793231784542+0.019589798681816872j),(1.3413236631686534+0.08389692755480715j),(1.3023955296235996-0.023482605078262275j),(5.686609504445059+0.0015497853644603765j),(4.890629694872517+0.06907054733228035j),(4.241478717096606+0.04553496743981178j),(3.852874126274544-0.24705312145933803j),(3.3637917400648414-0.03829755015195713j),(3.234327400504708-0.0561269949809684j),(15.473501939889147-5.317582822745018j),(9.388194123787866+0.09857738820029205j),(8.238123951095833-0.0035791692924647123j),(7.437820341923418+0.19721127258977766j),(6.887804239871368+0.3471758853208007j),(6.595914079235266+0.17954598534618604j),(40.84344221099627-0.0025657444393987205j),(34.838488429365974+0.16423407489042197j),(30.25576040759021+0.14253231537632782j),(27.775953803981007+0.24267963229872613j),(25.67072841844084+0.346973851057248j),(23.354305808407958-0.092288205007093j),(113.10965450454785+0.046142399496289954j),(95.0566177303145-0.8942722918289663j),(74.8667936805654+5.552976871365576j),(75.81802908886198+0.6642111344030468j),(69.17509177826301+0.3324840261053801j),(65.00840149082019-0.6779958442029779j),(1.0988413731894184-0.00648494500717086j),(0.8928852798602992+0.008447137157560763j),(0.7023499096641604+0.0066258561313382236j),(0.5642800874688612+0.01873751704238047j),(0.48473234947908095+0.00615630874348315j),(0.38422305379462873+0.005684336846135798j),(2.219872284877161+0.008514560530009166j),(1.840656668163512-0.0007003132111685963j),(1.542289562320614+0.005434040764959508j),(1.2873502073727499+0.015917770504973245j),(1.1905094197523094+0.023314114818771135j),(0.9866710726669923-0.004486059699045442j),(5.638018747739108+0.03128668957626259j),(4.602709830718726-0.0715757292469287j),(3.877706822019606+0.02768127023824532j),(3.474662872000001+0.04068463156883653j),(3.2377088759831243-0.040382434848252054j),(2.908976675582522-0.031676579009946j),(11.329176271225526-0.0017014093430143514j),(9.560561717822237-0.09812850438998262j),(8.05415810237123+0.08983633213197527j),(7.256389474018929-0.046032586016301676j),(6.708772586780186-0.001563248429827792j),(6.157713349437676+0.04819605736001157j),(41.728616371523444+0.5253563429930725j),(34.768286265165855+0.2786498286542476j),(29.75039436956137-0.11885315612062669j),(26.411033141207394+0.25827413477828154j),(23.82024680652228-0.024020187324924325j),(23.053663778777445-0.22432144229560033j),(113.00394483287634+0.5590728436957163j),(57.90154170862126-11.184562021370983j),(81.24986784287-0.5564135680197211j),(74.2482681409597-1.890616409820804j),(71.17069987985529+1.4359834357380845j),(62.04369907464104+2.7938244158901515j)
0,3,(0.4769331798175358+0.0015813824763183937j),(0.40775562396161247-0.00881938091003237j),(0.3679722464634585+0.0314238755265837j),(0.30495793974325647-0.00162623016551465j),(0.24440874149337727+0.01618461268967214j),(0.2656895186512995+0.0008554806132723691j),(0.9899843653272266-0.00900749693028629j),(0.8055537668507391-0.01141422141411716j),(0.7964818248475487+0.04110127841133743j),(0.583926692072575-0.016243201803428822j),(0.5832347395207615+0.1415932967708132j),(0.5577086866636807+0.013939264353901165j),(2.4618199737795834+0.001088733591054103j),(2.1605004971710557+0.19813280401984912j),(1.8070567844167662-0.0369069801427383j),(1.7465808001636731-0.44354232687768813j),(1.3615008454889665+0.08019387874379025j),(1.2600693810654517-0.02972723487749518j),(5.9011245765753415-3.850368863361365j),(4.117609373845459-0.026762465497720322j),(3.19211812212745-0.08284074493800397j),(3.0487175053181303+0.07128707439780468j),(2.901940438701638+0.0843379380718392j),(2.6619166689222418-0.1473552172465571j),(17.552686176100963-0.09576887782087479j),(15.334115781934093+0.002194603153222785j),(10.5585935059865-0.19170006523904237j),(12.171185230587435-0.49351558287968356j),(10.677034506123608-0.3630822802315459j),(9.558299596445822-0.45791878711665257j),(48.982989446752526+0.02419421125622634j),(43.581542920534424-0.29718178749330504j),(26.850392093666276+7.554706043869457j),(31.426227368625405-0.35551611072451195j),(30.62849262815324+0.36030738432914156j),(27.534562606555554-0.5121493078179579j),(0.49249230602654853+0.0019671144273742587j),(0.42071932339247314-0.005315637589005992j),(0.33835691933294276+0.0050258299997245j),(0.2992039402014519-0.024109920144355913j),(0.2633434571745211-0.014430986971756331j),(0.2260906870257968+3.549002250670145e-05j),(0.9944671761131576-0.009603765465311914j),(0.7980238177016445+0.006049962483206807j),(0.6843013659191794+0.004402630842093801j),(0.5860660240314627-0.02158721866250598j),(0.5985535661739078-0.013852959584877965j),(0.4675612573726431+0.019676144719734834j),(2.4618896720247885+0.0067989470758481356j),(2.06295611301332+0.016358065765134048j),(1.7537779947929037+0.021001746447534518j),(1.3287792403219398+0.08786615178422759j),(1.3451674605491006-0.0076351416270972j),(1.2907523092138662-0.009299144371208682j),(4.903142529087106+0.07235630164214585j),(4.168061741343469-0.01420842347846378j),(3.5019165437668014+0.1094374698022516j),(3.141316219940411+0.052720306217525534j),(2.8673102937919897-0.059776119129142095j),(2.5106920414953966+0.03580472797685297j),(18.35066438857634+0.483430868870793j),(14.45765439417393-0.10328266243080929j),(12.684787843303464+0.13463359325727747j),(10.321212280552437-0.364315756695479j),(11.35452271733339-0.5034672086345738j),(9.230514884667839-0.09002020374981298j),(48.576622617267866-0.4056403620369649j),(-3.8351587593085865+8.662947570070545j),(34.74664577874169-1.2143810210292378j),(28.16773498155636+0.8496918427456321j),(30.45459658895845+0.007272744794504585j),(24.912940221360614+0.08987061840013187j)
0,4,(-9.458314789419985-0.0021236910004605036j),(-8.522642313927483+0.004397732655443465j),(-7.77531452191204-0.0140383812573448j),(-7.31143432379708-0.012916051402135587j),(-7.014763149380466-0.0019295307137858764j),(-6.733621356068555+0.005289282816772545j),(-18.971473797787095+0.03269874838236497j),(-16.99349271959248+0.06742999816100403j),(-15.701358004854287-0.07010651842474491j),(-14.474499348181775+0.05695271992125983j),(-14.089246223078273-0.416977380403881j),(-13.527672177357935+0.047716056549082175j),(-47.39329616294114+0.008695715002318138j),(-42.74654734409169-0.3952926933564953j),(-38.99193630214578+0.0019419225170214105j),(-36.96464285945406+0.7358089888332328j),(-35.03638185203268-0.12713369445179623j),(-33.608013499616675+0.12097548953159354j),(-104.20468522443247+18.734941019468945j),(-85.15036926843399-0.15257173585327521j),(-77.2921252987706-0.11562937113763638j),(-73.90040400863711-0.27907610929119997j),(-70.4246110550113-0.7288796056234315j),(-67.74063736530503-0.1585487865498152j),(-340.7941911842727+0.35271808430583285j),(-309.36906309519304+0.08000937958440968j),(-274.720467429157-1.5260804193159387j),(-266.5844555366025+0.7951775435913078j),(-254.5348624829969+0.7663167985329267j),(-242.93942281026614+0.3691541057768717j),(-946.2236969918472+0.03935502485765596j),(-856.6126911093182+2.0558768246088777j),(-762.6183827144408-23.855342338156674j),(-734.2882703741352+1.2715900174916328j),(-704.5704217164614-7.986409136341734j),(-676.9764681829693+2.8727570516213596j),(-9.534729809140607+0.008795147281280715j),(-8.65061055715461-0.028986276260222214j),(-7.836963655716097+0.012199478502729864j),(-7.427932379594063+0.003058997572102625j),(-7.270323760924909-0.048034574127017185j),(-6.915373583038884-0.03468992872283914j),(-18.998569478852286-0.019528431390968694j),(-17.13499382316238-0.019350062738356013j),(-15.608028408571574+0.026244263839149993j),(-14.761790655660784-0.011854944485544871j),(-14.397443249815653-0.004075055137280523j),(-13.615956420826176+0.05165313262912964j),(-47.441463713671126-0.07638396454595431j),(-42.64614170051064+0.10151208998050384j),(-38.848403939737864-0.008878202920718866j),(-36.26444539550799-0.20901621981200966j),(-35.30701169250915+0.06719658746933943j),(-33.93699398837068+0.06289100571633673j),(-94.8151007367046-0.06750084029398411j),(-85.74584108339114+0.2577414614337602j),(-77.6048500965221-0.34799860207996053j),(-73.65998438131071+0.12232671205645869j),(-70.70040608949826+0.18723124200006358j),(-67.47205421203147-0.24252552512649733j),(-343.4493296069146-2.5558757089853397j),(-307.7145286570748-0.22906319339972292j),(-278.7869345032559-0.49178617445521733j),(-262.9270824060416+0.3758804545113036j),(-254.98623425770984-0.5036345993336658j),(-243.16596474451924+0.6841251749095963j),(-946.3295231610564+1.2580850924362006j),(-806.8593795513199-70.4041327358033j),(-773.9150752419438+3.6932913217253387j),(-728.6497164727483+1.6303315389708366j),(-712.1641411400715-3.326179330521373j),(-668.0754523019704-5.447892019715325j)
1,0,(0.48070522797163345-0.01834134442533225j),(0.4123802775486245-0.01924801055315664j),(0.35021604774453985-0.002746030679640417j),(0.30442136261354863+0.001642727736790181j),(0.28727412628705695-0.0012115335859483878j),(0.23897397782243052-0.02263292502786543j),(0.9890178213999609-0.002524670041074817j),(0.7906072810536562-0.012682358223643636j),(0.6883667058827974-0.002013817730364964j),(0.6026547406043888+0.014862640906609076j),(0.5109520449739344+0.08490032649344625j),(0.5285906435171677+0.0023407933086473376j),(2.465737825896216-0.016383620671519106j),(2.181210485442459+0.11572385752681465j),(1.6974211271072857-0.03741605453458652j),(1.5703194351132321-0.01088996387157648j),(1.3629175179520496+0.015428240603989618j),(1.3278629470598133-0.03353167500701282j),(2.3308204153415364-4.8897909598910045j),(4.345139010753127+0.5036830709702534j),(3.627495232276699+0.1515727307074557j),(1.9211100506042196-0.3458975255055001j),(2.785768288609526+0.12937746924600124j),(2.6056351030443063+0.054185693567224746j),(17.556076913698107-0.023803536420621718j),(14.808864744450208-0.059646179787317344j),(10.238811125983567-0.03415872252536989j),(11.387997983500224+0.2691580644754146j),(10.105484202662229-0.1231757962897837j),(9.509264023603281+0.015446443287362221j),(49.07418499577693-0.10111865594533498j),(39.9277045227488-1.6305110249452142j),(31.033070005866627-1.5048512431988819j),(30.942108573757483-0.42144047407366614j),(26.970936910904655-1.1441789134575568j),(26.821531096386682-0.7563985134267566j),(0.4792404154711424+2.4962208585971313e-05j),(0.4263176878158725-0.001746024780256844j),(0.32605412291395974-0.01089406470680146j),(0.26825210692160906-0.006117880668454284j),(0.22585353266592245+0.015400549497598295j),(0.21597700169971015+0.0032536793601169456j),(0.9690599948377109-0.004077895443080487j),(0.7823371835701306+0.04587179999271099j),(0.6301389883627613-0.013385773768005454j),(0.5865888076509111-0.0029331069494783757j),(0.5593714610847396+0.03530466189831816j),(0.4653251839568952+0.019571873107040644j),(2.472338111442898+0.017324800732705092j),(2.0028109665896237-0.06772430644468652j),(1.6656952833845828+0.09447638316574913j),(1.5226166571457243-0.028942210206428287j),(1.4044499777992407-0.05286390611845582j),(1.2626799725775544-0.01788011488866531j),(4.87651320621427+0.008635477828562443j),(4.124953864314849+0.006907702716863362j),(3.399399930693105-0.055834971780033715j),(2.9321780406650526-0.06698351398924562j),(2.8775473911392155+0.05844601551593187j),(2.5995789458697898-0.06324033133981866j),(17.53579187971946-1.562927075056562j),(14.502222728607137+0.09402758880140305j),(12.255518422059053-0.36365955359137203j),(10.924798088583767+0.033002368850092445j),(10.355612921643946+0.30424230808111685j),(9.93846313931834-0.1097882449958103j),(49.013314151498136-1.0770090345067658j),(8.498025233068114-17.37144997414189j),(33.31646218246254-1.5564248832872085j),(30.38180509441856-0.4502063664560243j),(27.66114986847944+0.025737781245812386j),(19.999530246034812-0.3083323129012925j)
1,1,(7.34099379439679+0.009055802401050528j),(6.7533552805074475+0.017020809672697812j),(6.263025342524896-0.014073788399020515j),(5.94973276450971-0.0030984925651362794j),(5.770677827457729-0.023539513397436762j),(5.56930226564616-0.008557089558065556j),(14.71870483895658-0.0037207944758419487j),(13.514756612762312-0.007851649298580288j),(12.488802287429298+0.002554931613722111j),(11.914964247693986+0.01997654182674946j),(11.577466258058744+0.03736391030839492j),(11.118415398953289-0.0070476310794092j),(36.74260617707926-0.03684552424699561j),(33.79079248882633+0.025131276311635364j),(31.32427224533316+0.07680672487053286j),(29.808861478101118+0.08656461976911167j),(28.90463406662862-0.006105917748278955j),(27.791676545370382-0.04735985500313333j),(72.63342425413731-3.156513515467374j),(68.66609618422954-0.3352576489484811j),(62.75603484400533-0.14163589608143567j),(58.59178448014171+0.6642431209756054j),(57.87477017453976+0.023674192476871525j),(55.62371937343926-0.011196415332950238j),(264.69405248009923+0.13179083400710567j),(244.3435801149756+0.13784692209254956j),(223.87797168029095+1.9018744426213487j),(214.846043594666-0.062070607617393136j),(207.9825832940328+0.04496717496967051j),(200.54639815938853+0.058173740136908236j),(735.4375958468302+0.11171921118952355j),(676.0590288530411+5.619709323701613j),(623.6406819259291+1.689580893079949j),(596.712976341285-0.30501827376474466j),(576.2088498472486-0.6831501938228257j),(556.8271515277597-0.529726669198979j),(7.4412687301352065+0.0018924445157564307j),(6.967066138009825+0.003858450570532135j),(6.493333046526696+0.005487493800464982j),(6.310345440133049+0.03126221788714778j),(6.20183665289677+0.027309055057070708j),(6.055489905042513+0.008502284728653109j),(14.781984072062416-0.008925047884272619j),(13.673904336127874+0.0018119662316173901j),(12.761371051202806-0.013723274473237623j),(12.28018563774357+0.011995673700145204j),(12.071227336303183+0.00023791198194267338j),(11.65873936729439-0.02034256692931402j),(36.87490893653384+0.008835743161370146j),(33.93728238903802-0.03889768102123803j),(31.51887525308981+0.05867781999741517j),(30.244524616814754-0.021033005316191122j),(29.402708679139195-0.0021659370341424733j),(28.441536255863376-0.022824285635394403j),(73.63817673304749+0.003681877161561431j),(67.67230623064417-0.11477535020665997j),(62.79792141533707+0.059011648667109284j),(60.005140875578434-0.07087380976609481j),(58.493025861721186-0.2225798590945285j),(56.22739679601737-0.018038791320599046j),(264.76104928816903-1.1542020969630187j),(243.81665230328758+0.21879965371260113j),(224.38330687721316-0.3478700596683808j),(215.09889589464336-0.46443263369727106j),(208.90912758048083-0.03916452711675156j),(201.3378213997442+0.2535997732594808j),(735.344962031998-0.1335215772826075j),(655.3129640361776-32.83210872633549j),(628.5121434587891-2.3594380620023117j),(598.4646063305707+0.08090700504550341j),(577.5355451127595-0.08052366522508692j),(560.0702474889436-4.500874737716373j)
