,0.0,0.15,0.3,0.44999999999999996
0.005,1.0095614117698444,1.0424004353455112,0.9997796422872223,0.8746885109609268
0.155,1.0661386935802555,0.9872363376557378,1.1641324795757935,1.0614619135160688
0.305,0.9622118227796674,1.0428290057137144,0.9826460546340123,0.9637648799953175
0.45499999999999996,1.0185691522199003,0.9429097870513893,0.9783192567473481,1.0013337529054707
0.605,0.9625096886760105,0.9796048559044613,0.9832365622798752,0.9348829106882387
0.755,0.9965998048269756,0.9632025140517257,1.0218083074651034,0.9922209276151575
0.9049999999999999,1.001334416841333,0.9989315522195532,0.9493337504912159,0.9795365203807997
1.055,0.9982846592656418,1.0204712662317512,1.0373952918315446,1.0214106843784254
1.2049999999999998,1.009257952612771,0.9511399559575084,0.9938514609470589,1.047468811411477
1.3549999999999998,0.9987416767708034,0.9956203378867144,0.9756583635934426,0.9943301428822604
